player,match_date,opponent,runs,balls,wickets,overs,runs_conceded
RV Uthappa,2020-10-03,Royal Challengers Bangalore,17,22,0,0,0
MK Lomror,2020-10-03,Royal Challengers Bangalore,47,39,0,0,0
R Parag,2020-10-03,Royal Challengers Bangalore,16,18,0,0,0
R Tewatia,2020-10-03,Royal Challengers Bangalore,24,12,0,0,0
JC Archer,2020-10-03,Royal Challengers Bangalore,16,10,0,0,0
D Padikkal,2020-10-03,Rajasthan Royals,63,45,0,0,0
AJ Finch,2020-10-03,Rajasthan Royals,8,7,0,0,0
V Kohli,2020-10-03,Rajasthan Royals,72,53,0,0,0
AB de Villiers,2020-10-03,Rajasthan Royals,12,10,0,0,0
I Udana,2020-10-03,Rajasthan Royals,0,0,2,4.0,41
Washington Sundar,2020-10-03,Rajasthan Royals,0,0,0,4.0,20
Navdeep Saini,2020-10-03,Rajasthan Royals,0,0,1,4.0,37
YS Chahal,2020-10-03,Rajasthan Royals,0,0,3,4.0,25
A Zampa,2020-10-03,Rajasthan Royals,0,0,0,3.0,27
S Dube,2020-10-03,Rajasthan Royals,0,0,0,1.0,4
JC Archer,2020-10-03,Royal Challengers Bangalore,0,0,1,4.0,19
JD Unadkat,2020-10-03,Royal Challengers Bangalore,0,0,0,3.0,31
S Gopal,2020-10-03,Royal Challengers Bangalore,0,0,1,4.0,27
TK Curran,2020-10-03,Royal Challengers Bangalore,0,0,0,3.2,40
R Tewatia,2020-10-03,Royal Challengers Bangalore,0,0,0,4.0,28
R Parag,2020-10-03,Royal Challengers Bangalore,0,0,0,1.0,13
PP Shaw,2020-10-03,Kolkata Knight Riders,66,41,0,0,0
S Dhawan,2020-10-03,Kolkata Knight Riders,26,16,0,0,0
SS Iyer,2020-10-03,Kolkata Knight Riders,88,38,0,0,0
RR Pant,2020-10-03,Kolkata Knight Riders,38,17,0,0,0
MP Stoinis,2020-10-03,Kolkata Knight Riders,1,3,0,0,0
SO Hetmyer,2020-10-03,Kolkata Knight Riders,7,5,0,0,0
Shubman Gill,2020-10-03,Delhi Capitals,28,22,0,0,0
SP Narine,2020-10-03,Delhi Capitals,3,5,0,0,0
N Rana,2020-10-03,Delhi Capitals,58,35,0,0,0
AD Russell,2020-10-03,Delhi Capitals,13,8,0,0,0
KD Karthik,2020-10-03,Delhi Capitals,6,8,0,0,0
PJ Cummins,2020-10-03,Delhi Capitals,5,4,0,0,0
EJG Morgan,2020-10-03,Delhi Capitals,44,18,0,0,0
RA Tripathi,2020-10-03,Delhi Capitals,36,16,0,0,0
KL Nagarkoti,2020-10-03,Delhi Capitals,3,3,0,0,0
Shivam Mavi,2020-10-03,Delhi Capitals,1,3,0,0,0
PJ Cummins,2020-10-03,Delhi Capitals,0,0,0,4.0,49
Shivam Mavi,2020-10-03,Delhi Capitals,0,0,0,3.0,40
CV Varun,2020-10-03,Delhi Capitals,0,0,1,4.0,49
SP Narine,2020-10-03,Delhi Capitals,0,0,0,2.0,26
AD Russell,2020-10-03,Delhi Capitals,0,0,2,4.0,29
KL Nagarkoti,2020-10-03,Delhi Capitals,0,0,1,3.0,35
K Rabada,2020-10-03,Kolkata Knight Riders,0,0,1,4.0,51
A Nortje,2020-10-03,Kolkata Knight Riders,0,0,3,4.0,38
R Ashwin,2020-10-03,Kolkata Knight Riders,0,0,0,2.0,26
MP Stoinis,2020-10-03,Kolkata Knight Riders,0,0,1,4.0,47
HV Patel,2020-10-03,Kolkata Knight Riders,0,0,2,4.0,34
A Mishra,2020-10-03,Kolkata Knight Riders,0,0,1,2.0,14
DA Warner,2020-10-02,Chennai Super Kings,28,29,0,0,0
JM Bairstow,2020-10-02,Chennai Super Kings,0,3,0,0,0
MK Pandey,2020-10-02,Chennai Super Kings,29,21,0,0,0
KS Williamson,2020-10-02,Chennai Super Kings,9,13,0,0,0
PK Garg,2020-10-02,Chennai Super Kings,51,26,0,0,0
Abhishek Sharma,2020-10-02,Chennai Super Kings,31,24,0,0,0
Abdul Samad,2020-10-02,Chennai Super Kings,8,6,0,0,0
F du Plessis,2020-10-02,Sunrisers Hyderabad,22,19,0,0,0
SR Watson,2020-10-02,Sunrisers Hyderabad,1,6,0,0,0
AT Rayudu,2020-10-02,Sunrisers Hyderabad,8,9,0,0,0
KM Jadhav,2020-10-02,Sunrisers Hyderabad,3,10,0,0,0
MS Dhoni,2020-10-02,Sunrisers Hyderabad,47,36,0,0,0
RA Jadeja,2020-10-02,Sunrisers Hyderabad,50,35,0,0,0
SM Curran,2020-10-02,Sunrisers Hyderabad,15,5,0,0,0
DL Chahar,2020-10-02,Sunrisers Hyderabad,0,0,2,4.0,31
SM Curran,2020-10-02,Sunrisers Hyderabad,0,0,0,3.0,37
SN Thakur,2020-10-02,Sunrisers Hyderabad,0,0,1,4.0,32
DJ Bravo,2020-10-02,Sunrisers Hyderabad,0,0,0,4.0,28
PP Chawla,2020-10-02,Sunrisers Hyderabad,0,0,2,3.0,20
RA Jadeja,2020-10-02,Sunrisers Hyderabad,0,0,0,2.0,16
B Kumar,2020-10-02,Chennai Super Kings,0,0,1,3.2,20
KK Ahmed,2020-10-02,Chennai Super Kings,0,0,0,3.8,34
T Natarajan,2020-10-02,Chennai Super Kings,0,0,3,4.0,45
Abhishek Sharma,2020-10-02,Chennai Super Kings,0,0,0,1.0,4
Rashid Khan,2020-10-02,Chennai Super Kings,0,0,0,4.0,13
Abdul Samad,2020-10-02,Chennai Super Kings,0,0,1,4.0,41
RG Sharma,2020-10-18,Kings XI Punjab,11,11,0,0,0
Q de Kock,2020-10-18,Kings XI Punjab,56,46,0,0,0
SA Yadav,2020-10-18,Kings XI Punjab,0,4,0,0,0
Ishan Kishan,2020-10-18,Kings XI Punjab,7,7,0,0,0
KH Pandya,2020-10-18,Kings XI Punjab,34,30,0,0,0
HH Pandya,2020-10-18,Kings XI Punjab,9,5,0,0,0
KA Pollard,2020-10-18,Kings XI Punjab,42,17,0,0,0
NM Coulter-Nile,2020-10-18,Kings XI Punjab,24,12,0,0,0
KL Rahul,2020-10-18,Mumbai Indians,81,55,0,0,0
MA Agarwal,2020-10-18,Mumbai Indians,19,12,0,0,0
CH Gayle,2020-10-18,Mumbai Indians,31,23,0,0,0
N Pooran,2020-10-18,Mumbai Indians,24,13,0,0,0
GJ Maxwell,2020-10-18,Mumbai Indians,0,2,0,0,0
DJ Hooda,2020-10-18,Mumbai Indians,24,17,0,0,0
CJ Jordan,2020-10-18,Mumbai Indians,13,8,0,0,0
GJ Maxwell,2020-10-18,Mumbai Indians,0,0,0,4.0,24
Mohammed Shami,2020-10-18,Mumbai Indians,0,0,3,5.0,35
Arshdeep Singh,2020-10-18,Mumbai Indians,0,0,2,3.0,36
CJ Jordan,2020-10-18,Mumbai Indians,0,0,2,4.0,43
M Ashwin,2020-10-18,Mumbai Indians,0,0,0,3.0,32
DJ Hooda,2020-10-18,Mumbai Indians,0,0,0,1.0,10
Ravi Bishnoi,2020-10-18,Mumbai Indians,0,0,1,2.0,12
TA Boult,2020-10-18,Kings XI Punjab,0,0,1,4.7,63
KH Pandya,2020-10-18,Kings XI Punjab,0,0,0,2.0,12
JJ Bumrah,2020-10-18,Kings XI Punjab,0,0,5,5.0,29
NM Coulter-Nile,2020-10-18,Kings XI Punjab,0,0,0,4.0,33
KA Pollard,2020-10-18,Kings XI Punjab,0,0,0,2.0,26
RD Chahar,2020-10-18,Kings XI Punjab,0,0,2,4.0,33
RV Uthappa,2020-10-22,Sunrisers Hyderabad,19,13,0,0,0
BA Stokes,2020-10-22,Sunrisers Hyderabad,30,32,0,0,0
SV Samson,2020-10-22,Sunrisers Hyderabad,36,26,0,0,0
JC Buttler,2020-10-22,Sunrisers Hyderabad,9,12,0,0,0
SPD Smith,2020-10-22,Sunrisers Hyderabad,19,15,0,0,0
R Parag,2020-10-22,Sunrisers Hyderabad,20,12,0,0,0
R Tewatia,2020-10-22,Sunrisers Hyderabad,2,3,0,0,0
JC Archer,2020-10-22,Sunrisers Hyderabad,16,7,0,0,0
DA Warner,2020-10-22,Rajasthan Royals,4,4,0,0,0
MK Pandey,2020-10-22,Rajasthan Royals,83,47,0,0,0
JM Bairstow,2020-10-22,Rajasthan Royals,10,7,0,0,0
V Shankar,2020-10-22,Rajasthan Royals,52,51,0,0,0
Sandeep Sharma,2020-10-22,Rajasthan Royals,0,0,0,4.0,31
JO Holder,2020-10-22,Rajasthan Royals,0,0,4,4.0,33
V Shankar,2020-10-22,Rajasthan Royals,0,0,1,3.0,15
T Natarajan,2020-10-22,Rajasthan Royals,0,0,0,4.0,46
Rashid Khan,2020-10-22,Rajasthan Royals,0,0,1,4.0,20
S Nadeem,2020-10-22,Rajasthan Royals,0,0,0,1.0,9
JC Archer,2020-10-22,Sunrisers Hyderabad,0,0,2,4.0,21
AS Rajpoot,2020-10-22,Sunrisers Hyderabad,0,0,0,1.0,11
Kartik Tyagi,2020-10-22,Sunrisers Hyderabad,0,0,0,3.2,42
BA Stokes,2020-10-22,Sunrisers Hyderabad,0,0,0,2.0,25
S Gopal,2020-10-22,Sunrisers Hyderabad,0,0,0,4.0,32
R Tewatia,2020-10-22,Sunrisers Hyderabad,0,0,0,4.0,25
PP Shaw,2020-10-05,Royal Challengers Bangalore,42,23,0,0,0
S Dhawan,2020-10-05,Royal Challengers Bangalore,32,28,0,0,0
SS Iyer,2020-10-05,Royal Challengers Bangalore,11,13,0,0,0
RR Pant,2020-10-05,Royal Challengers Bangalore,37,25,0,0,0
MP Stoinis,2020-10-05,Royal Challengers Bangalore,53,26,0,0,0
SO Hetmyer,2020-10-05,Royal Challengers Bangalore,11,7,0,0,0
D Padikkal,2020-10-05,Delhi Capitals,4,6,0,0,0
AJ Finch,2020-10-05,Delhi Capitals,13,14,0,0,0
V Kohli,2020-10-05,Delhi Capitals,43,39,0,0,0
AB de Villiers,2020-10-05,Delhi Capitals,9,6,0,0,0
MM Ali,2020-10-05,Delhi Capitals,11,13,0,0,0
Washington Sundar,2020-10-05,Delhi Capitals,17,11,0,0,0
S Dube,2020-10-05,Delhi Capitals,11,12,0,0,0
I Udana,2020-10-05,Delhi Capitals,1,3,0,0,0
Navdeep Saini,2020-10-05,Delhi Capitals,12,12,0,0,0
Mohammed Siraj,2020-10-05,Delhi Capitals,5,4,0,0,0
YS Chahal,2020-10-05,Delhi Capitals,0,0,0,0,0
I Udana,2020-10-05,Delhi Capitals,0,0,1,4.0,43
Washington Sundar,2020-10-05,Delhi Capitals,0,0,0,4.0,20
Navdeep Saini,2020-10-05,Delhi Capitals,0,0,0,3.0,49
YS Chahal,2020-10-05,Delhi Capitals,0,0,0,3.0,29
Mohammed Siraj,2020-10-05,Delhi Capitals,0,0,2,4.0,34
MM Ali,2020-10-05,Delhi Capitals,0,0,1,2.0,21
K Rabada,2020-10-05,Royal Challengers Bangalore,0,0,4,4.0,24
A Nortje,2020-10-05,Royal Challengers Bangalore,0,0,2,4.0,24
R Ashwin,2020-10-05,Royal Challengers Bangalore,0,0,1,4.0,26
AR Patel,2020-10-05,Royal Challengers Bangalore,0,0,2,4.0,19
HV Patel,2020-10-05,Royal Challengers Bangalore,0,0,0,4.0,44
Shubman Gill,2020-10-26,Kings XI Punjab,57,45,0,0,0
N Rana,2020-10-26,Kings XI Punjab,0,1,0,0,0
RA Tripathi,2020-10-26,Kings XI Punjab,7,4,0,0,0
KD Karthik,2020-10-26,Kings XI Punjab,0,2,0,0,0
EJG Morgan,2020-10-26,Kings XI Punjab,40,25,0,0,0
SP Narine,2020-10-26,Kings XI Punjab,6,4,0,0,0
KL Nagarkoti,2020-10-26,Kings XI Punjab,6,13,0,0,0
PJ Cummins,2020-10-26,Kings XI Punjab,1,8,0,0,0
LH Ferguson,2020-10-26,Kings XI Punjab,24,13,0,0,0
CV Varun,2020-10-26,Kings XI Punjab,2,4,0,0,0
M Prasidh Krishna,2020-10-26,Kings XI Punjab,0,1,0,0,0
KL Rahul,2020-10-26,Kolkata Knight Riders,28,25,0,0,0
Mandeep Singh,2020-10-26,Kolkata Knight Riders,66,56,0,0,0
CH Gayle,2020-10-26,Kolkata Knight Riders,51,29,0,0,0
N Pooran,2020-10-26,Kolkata Knight Riders,2,3,0,0,0
GJ Maxwell,2020-10-26,Kolkata Knight Riders,0,0,1,2.0,21
Mohammed Shami,2020-10-26,Kolkata Knight Riders,0,0,3,4.0,36
Arshdeep Singh,2020-10-26,Kolkata Knight Riders,0,0,0,2.0,18
M Ashwin,2020-10-26,Kolkata Knight Riders,0,0,1,4.0,27
CJ Jordan,2020-10-26,Kolkata Knight Riders,0,0,2,4.0,27
Ravi Bishnoi,2020-10-26,Kolkata Knight Riders,0,0,2,4.0,20
PJ Cummins,2020-10-26,Kings XI Punjab,0,0,0,4.0,31
M Prasidh Krishna,2020-10-26,Kings XI Punjab,0,0,0,3.0,24
CV Varun,2020-10-26,Kings XI Punjab,0,0,1,4.0,34
SP Narine,2020-10-26,Kings XI Punjab,0,0,0,4.0,27
LH Ferguson,2020-10-26,Kings XI Punjab,0,0,1,3.8,34
RD Gaikwad,2020-10-23,Mumbai Indians,0,5,0,0,0
AT Rayudu,2020-10-23,Mumbai Indians,2,3,0,0,0
F du Plessis,2020-10-23,Mumbai Indians,1,7,0,0,0
N Jagadeesan,2020-10-23,Mumbai Indians,0,1,0,0,0
MS Dhoni,2020-10-23,Mumbai Indians,16,16,0,0,0
RA Jadeja,2020-10-23,Mumbai Indians,7,6,0,0,0
SM Curran,2020-10-23,Mumbai Indians,52,47,0,0,0
DL Chahar,2020-10-23,Mumbai Indians,0,5,0,0,0
SN Thakur,2020-10-23,Mumbai Indians,11,20,0,0,0
Imran Tahir,2020-10-23,Mumbai Indians,13,10,0,0,0
Q de Kock,2020-10-23,Chennai Super Kings,46,37,0,0,0
Ishan Kishan,2020-10-23,Chennai Super Kings,68,37,0,0,0
TA Boult,2020-10-23,Chennai Super Kings,0,0,4,4.0,18
JJ Bumrah,2020-10-23,Chennai Super Kings,0,0,2,4.0,26
KH Pandya,2020-10-23,Chennai Super Kings,0,0,0,3.0,16
RD Chahar,2020-10-23,Chennai Super Kings,0,0,2,4.0,25
NM Coulter-Nile,2020-10-23,Chennai Super Kings,0,0,1,4.0,25
KA Pollard,2020-10-23,Chennai Super Kings,0,0,0,1.0,4
DL Chahar,2020-10-23,Mumbai Indians,0,0,0,4.0,34
JR Hazlewood,2020-10-23,Mumbai Indians,0,0,0,2.0,17
Imran Tahir,2020-10-23,Mumbai Indians,0,0,0,3.0,24
SN Thakur,2020-10-23,Mumbai Indians,0,0,0,2.3,26
RA Jadeja,2020-10-23,Mumbai Indians,0,0,0,1.0,15
RV Uthappa,2020-10-17,Royal Challengers Bangalore,41,22,0,0,0
BA Stokes,2020-10-17,Royal Challengers Bangalore,15,19,0,0,0
SV Samson,2020-10-17,Royal Challengers Bangalore,9,6,0,0,0
JC Buttler,2020-10-17,Royal Challengers Bangalore,24,25,0,0,0
SPD Smith,2020-10-17,Royal Challengers Bangalore,57,36,0,0,0
R Tewatia,2020-10-17,Royal Challengers Bangalore,19,11,0,0,0
JC Archer,2020-10-17,Royal Challengers Bangalore,2,3,0,0,0
D Padikkal,2020-10-17,Rajasthan Royals,35,37,0,0,0
AJ Finch,2020-10-17,Rajasthan Royals,14,11,0,0,0
V Kohli,2020-10-17,Rajasthan Royals,43,32,0,0,0
AB de Villiers,2020-10-17,Rajasthan Royals,55,22,0,0,0
Gurkeerat Singh,2020-10-17,Rajasthan Royals,19,17,0,0,0
Washington Sundar,2020-10-17,Rajasthan Royals,0,0,0,3.0,25
CH Morris,2020-10-17,Rajasthan Royals,0,0,4,4.0,26
I Udana,2020-10-17,Rajasthan Royals,0,0,0,3.0,43
Navdeep Saini,2020-10-17,Rajasthan Royals,0,0,0,4.0,30
YS Chahal,2020-10-17,Rajasthan Royals,0,0,2,4.0,35
Shahbaz Ahmed,2020-10-17,Rajasthan Royals,0,0,0,2.0,18
JC Archer,2020-10-17,Royal Challengers Bangalore,0,0,0,3.7,38
S Gopal,2020-10-17,Royal Challengers Bangalore,0,0,1,4.0,33
Kartik Tyagi,2020-10-17,Royal Challengers Bangalore,0,0,1,4.0,32
JD Unadkat,2020-10-17,Royal Challengers Bangalore,0,0,0,4.0,46
R Tewatia,2020-10-17,Royal Challengers Bangalore,0,0,1,4.0,30
RA Tripathi,2020-10-10,Kings XI Punjab,4,10,0,0,0
Shubman Gill,2020-10-10,Kings XI Punjab,57,47,0,0,0
N Rana,2020-10-10,Kings XI Punjab,2,4,0,0,0
EJG Morgan,2020-10-10,Kings XI Punjab,24,23,0,0,0
KD Karthik,2020-10-10,Kings XI Punjab,58,29,0,0,0
AD Russell,2020-10-10,Kings XI Punjab,5,3,0,0,0
PJ Cummins,2020-10-10,Kings XI Punjab,5,4,0,0,0
KL Rahul,2020-10-10,Kolkata Knight Riders,74,58,0,0,0
MA Agarwal,2020-10-10,Kolkata Knight Riders,56,39,0,0,0
N Pooran,2020-10-10,Kolkata Knight Riders,16,10,0,0,0
P Simran Singh,2020-10-10,Kolkata Knight Riders,4,7,0,0,0
GJ Maxwell,2020-10-10,Kolkata Knight Riders,10,5,0,0,0
Mandeep Singh,2020-10-10,Kolkata Knight Riders,0,1,0,0,0
Mohammed Shami,2020-10-10,Kolkata Knight Riders,0,0,2,4.0,32
Arshdeep Singh,2020-10-10,Kolkata Knight Riders,0,0,2,4.0,25
CJ Jordan,2020-10-10,Kolkata Knight Riders,0,0,1,4.0,38
Mujeeb Ur Rahman,2020-10-10,Kolkata Knight Riders,0,0,0,4.0,44
Ravi Bishnoi,2020-10-10,Kolkata Knight Riders,0,0,1,4.0,25
PJ Cummins,2020-10-10,Kings XI Punjab,0,0,0,4.0,29
M Prasidh Krishna,2020-10-10,Kings XI Punjab,0,0,3,4.0,29
KL Nagarkoti,2020-10-10,Kings XI Punjab,0,0,0,3.0,40
CV Varun,2020-10-10,Kings XI Punjab,0,0,0,4.0,27
SP Narine,2020-10-10,Kings XI Punjab,0,0,2,4.0,30
N Rana,2020-10-10,Kings XI Punjab,0,0,0,1.0,7
DA Warner,2020-10-27,Delhi Capitals,66,34,0,0,0
WP Saha,2020-10-27,Delhi Capitals,87,45,0,0,0
MK Pandey,2020-10-27,Delhi Capitals,44,31,0,0,0
KS Williamson,2020-10-27,Delhi Capitals,11,10,0,0,0
AM Rahane,2020-10-27,Sunrisers Hyderabad,26,19,0,0,0
S Dhawan,2020-10-27,Sunrisers Hyderabad,0,1,0,0,0
MP Stoinis,2020-10-27,Sunrisers Hyderabad,5,6,0,0,0
SO Hetmyer,2020-10-27,Sunrisers Hyderabad,16,13,0,0,0
RR Pant,2020-10-27,Sunrisers Hyderabad,36,35,0,0,0
SS Iyer,2020-10-27,Sunrisers Hyderabad,7,12,0,0,0
AR Patel,2020-10-27,Sunrisers Hyderabad,1,4,0,0,0
K Rabada,2020-10-27,Sunrisers Hyderabad,3,7,0,0,0
TU Deshpande,2020-10-27,Sunrisers Hyderabad,20,9,0,0,0
R Ashwin,2020-10-27,Sunrisers Hyderabad,7,5,0,0,0
A Nortje,2020-10-27,Sunrisers Hyderabad,1,3,0,0,0
A Nortje,2020-10-27,Sunrisers Hyderabad,0,0,1,4.0,38
K Rabada,2020-10-27,Sunrisers Hyderabad,0,0,0,4.0,58
R Ashwin,2020-10-27,Sunrisers Hyderabad,0,0,1,3.0,35
AR Patel,2020-10-27,Sunrisers Hyderabad,0,0,0,4.0,37
TU Deshpande,2020-10-27,Sunrisers Hyderabad,0,0,0,3.0,36
MP Stoinis,2020-10-27,Sunrisers Hyderabad,0,0,0,2.0,15
Sandeep Sharma,2020-10-27,Delhi Capitals,0,0,2,4.0,27
S Nadeem,2020-10-27,Delhi Capitals,0,0,1,1.0,8
JO Holder,2020-10-27,Delhi Capitals,0,0,1,4.0,50
Rashid Khan,2020-10-27,Delhi Capitals,0,0,3,4.0,7
T Natarajan,2020-10-27,Delhi Capitals,0,0,2,4.0,26
V Shankar,2020-10-27,Delhi Capitals,0,0,1,1.8,11
DA Warner,2020-10-27,Delhi Capitals,0,0,0,0.2,2
D Padikkal,2020-10-10,Chennai Super Kings,33,34,0,0,0
AJ Finch,2020-10-10,Chennai Super Kings,2,9,0,0,0
V Kohli,2020-10-10,Chennai Super Kings,90,52,0,0,0
AB de Villiers,2020-10-10,Chennai Super Kings,0,2,0,0,0
Washington Sundar,2020-10-10,Chennai Super Kings,10,10,0,0,0
S Dube,2020-10-10,Chennai Super Kings,22,14,0,0,0
SR Watson,2020-10-10,Royal Challengers Bangalore,14,18,0,0,0
F du Plessis,2020-10-10,Royal Challengers Bangalore,8,10,0,0,0
AT Rayudu,2020-10-10,Royal Challengers Bangalore,42,40,0,0,0
N Jagadeesan,2020-10-10,Royal Challengers Bangalore,33,28,0,0,0
MS Dhoni,2020-10-10,Royal Challengers Bangalore,10,6,0,0,0
SM Curran,2020-10-10,Royal Challengers Bangalore,0,1,0,0,0
RA Jadeja,2020-10-10,Royal Challengers Bangalore,7,6,0,0,0
DJ Bravo,2020-10-10,Royal Challengers Bangalore,7,5,0,0,0
DL Chahar,2020-10-10,Royal Challengers Bangalore,5,5,0,0,0
SN Thakur,2020-10-10,Royal Challengers Bangalore,1,1,0,0,0
DL Chahar,2020-10-10,Royal Challengers Bangalore,0,0,1,3.0,10
SM Curran,2020-10-10,Royal Challengers Bangalore,0,0,1,4.0,48
SN Thakur,2020-10-10,Royal Challengers Bangalore,0,0,2,4.0,41
DJ Bravo,2020-10-10,Royal Challengers Bangalore,0,0,0,3.0,29
KV Sharma,2020-10-10,Royal Challengers Bangalore,0,0,0,4.0,34
RA Jadeja,2020-10-10,Royal Challengers Bangalore,0,0,0,2.0,7
CH Morris,2020-10-10,Chennai Super Kings,0,0,3,4.0,19
Navdeep Saini,2020-10-10,Chennai Super Kings,0,0,1,4.0,18
I Udana,2020-10-10,Chennai Super Kings,0,0,1,4.0,30
Washington Sundar,2020-10-10,Chennai Super Kings,0,0,2,3.0,16
YS Chahal,2020-10-10,Chennai Super Kings,0,0,1,4.0,35
S Dube,2020-10-10,Chennai Super Kings,0,0,0,1.0,14
RA Tripathi,2020-10-16,Mumbai Indians,7,9,0,0,0
Shubman Gill,2020-10-16,Mumbai Indians,21,23,0,0,0
N Rana,2020-10-16,Mumbai Indians,5,6,0,0,0
KD Karthik,2020-10-16,Mumbai Indians,4,8,0,0,0
AD Russell,2020-10-16,Mumbai Indians,12,9,0,0,0
EJG Morgan,2020-10-16,Mumbai Indians,39,29,0,0,0
PJ Cummins,2020-10-16,Mumbai Indians,53,36,0,0,0
RG Sharma,2020-10-16,Kolkata Knight Riders,35,36,0,0,0
Q de Kock,2020-10-16,Kolkata Knight Riders,78,44,0,0,0
SA Yadav,2020-10-16,Kolkata Knight Riders,10,10,0,0,0
HH Pandya,2020-10-16,Kolkata Knight Riders,21,11,0,0,0
TA Boult,2020-10-16,Kolkata Knight Riders,0,0,1,4.0,32
NM Coulter-Nile,2020-10-16,Kolkata Knight Riders,0,0,1,4.0,51
JJ Bumrah,2020-10-16,Kolkata Knight Riders,0,0,1,4.0,22
KH Pandya,2020-10-16,Kolkata Knight Riders,0,0,0,4.0,24
RD Chahar,2020-10-16,Kolkata Knight Riders,0,0,2,4.0,19
CJ Green,2020-10-16,Mumbai Indians,0,0,0,2.8,24
PJ Cummins,2020-10-16,Mumbai Indians,0,0,0,3.0,33
M Prasidh Krishna,2020-10-16,Mumbai Indians,0,0,0,2.0,30
AD Russell,2020-10-16,Mumbai Indians,0,0,0,2.0,15
CV Varun,2020-10-16,Mumbai Indians,0,0,1,4.0,23
Shivam Mavi,2020-10-16,Mumbai Indians,0,0,1,3.0,24
KL Rahul,2020-09-27,Rajasthan Royals,69,54,0,0,0
MA Agarwal,2020-09-27,Rajasthan Royals,106,50,0,0,0
GJ Maxwell,2020-09-27,Rajasthan Royals,13,9,0,0,0
N Pooran,2020-09-27,Rajasthan Royals,25,8,0,0,0
JC Buttler,2020-09-27,Kings XI Punjab,4,7,0,0,0
SPD Smith,2020-09-27,Kings XI Punjab,50,27,0,0,0
SV Samson,2020-09-27,Kings XI Punjab,85,42,0,0,0
R Tewatia,2020-09-27,Kings XI Punjab,53,31,0,0,0
RV Uthappa,2020-09-27,Kings XI Punjab,9,4,0,0,0
JC Archer,2020-09-27,Kings XI Punjab,13,3,0,0,0
R Parag,2020-09-27,Kings XI Punjab,0,2,0,0,0
TK Curran,2020-09-27,Kings XI Punjab,4,1,0,0,0
JD Unadkat,2020-09-27,Kings XI Punjab,0,0,0,3.0,30
AS Rajpoot,2020-09-27,Kings XI Punjab,0,0,1,4.0,40
JC Archer,2020-09-27,Kings XI Punjab,0,0,0,4.0,46
S Gopal,2020-09-27,Kings XI Punjab,0,0,0,4.0,44
R Tewatia,2020-09-27,Kings XI Punjab,0,0,0,1.0,19
TK Curran,2020-09-27,Kings XI Punjab,0,0,1,4.0,44
SS Cottrell,2020-09-27,Rajasthan Royals,0,0,1,3.0,52
Mohammed Shami,2020-09-27,Rajasthan Royals,0,0,3,4.0,53
Ravi Bishnoi,2020-09-27,Rajasthan Royals,0,0,0,4.0,34
JDS Neesham,2020-09-27,Rajasthan Royals,0,0,1,4.0,40
M Ashwin,2020-09-27,Rajasthan Royals,0,0,1,1.5,16
GJ Maxwell,2020-09-27,Rajasthan Royals,0,0,0,3.0,31
SM Curran,2020-10-13,Sunrisers Hyderabad,31,21,0,0,0
F du Plessis,2020-10-13,Sunrisers Hyderabad,0,1,0,0,0
SR Watson,2020-10-13,Sunrisers Hyderabad,42,38,0,0,0
AT Rayudu,2020-10-13,Sunrisers Hyderabad,41,34,0,0,0
MS Dhoni,2020-10-13,Sunrisers Hyderabad,21,13,0,0,0
RA Jadeja,2020-10-13,Sunrisers Hyderabad,25,10,0,0,0
DJ Bravo,2020-10-13,Sunrisers Hyderabad,0,1,0,0,0
DL Chahar,2020-10-13,Sunrisers Hyderabad,2,2,0,0,0
DA Warner,2020-10-13,Chennai Super Kings,9,13,0,0,0
JM Bairstow,2020-10-13,Chennai Super Kings,23,24,0,0,0
MK Pandey,2020-10-13,Chennai Super Kings,4,3,0,0,0
KS Williamson,2020-10-13,Chennai Super Kings,57,39,0,0,0
PK Garg,2020-10-13,Chennai Super Kings,16,18,0,0,0
V Shankar,2020-10-13,Chennai Super Kings,12,7,0,0,0
Rashid Khan,2020-10-13,Chennai Super Kings,14,8,0,0,0
S Nadeem,2020-10-13,Chennai Super Kings,5,5,0,0,0
Sandeep Sharma,2020-10-13,Chennai Super Kings,1,2,0,0,0
T Natarajan,2020-10-13,Chennai Super Kings,0,1,0,0,0
Sandeep Sharma,2020-10-13,Chennai Super Kings,0,0,2,4.0,19
KK Ahmed,2020-10-13,Chennai Super Kings,0,0,2,4.0,47
S Nadeem,2020-10-13,Chennai Super Kings,0,0,0,4.0,29
T Natarajan,2020-10-13,Chennai Super Kings,0,0,2,4.0,42
Rashid Khan,2020-10-13,Chennai Super Kings,0,0,0,4.0,30
DL Chahar,2020-10-13,Sunrisers Hyderabad,0,0,0,4.0,28
SM Curran,2020-10-13,Sunrisers Hyderabad,0,0,2,3.0,18
RA Jadeja,2020-10-13,Sunrisers Hyderabad,0,0,1,3.0,21
SN Thakur,2020-10-13,Sunrisers Hyderabad,0,0,1,2.0,10
KV Sharma,2020-10-13,Sunrisers Hyderabad,0,0,2,4.0,37
DJ Bravo,2020-10-13,Sunrisers Hyderabad,0,0,2,3.0,25
PP Chawla,2020-10-13,Sunrisers Hyderabad,0,0,0,1.0,8
PP Shaw,2020-10-11,Mumbai Indians,4,3,0,0,0
AM Rahane,2020-10-11,Mumbai Indians,15,15,0,0,0
S Dhawan,2020-10-11,Mumbai Indians,69,52,0,0,0
