player,match_date,opponent,runs,balls,wickets,overs,runs_conceded
KA Pollard,2020-10-28,Royal Challengers Bangalore,4,1,0,0,0
TA Boult,2020-10-28,Royal Challengers Bangalore,0,0,1,4.0,40
JJ Bumrah,2020-10-28,Royal Challengers Bangalore,0,0,3,4.0,14
KH Pandya,2020-10-28,Royal Challengers Bangalore,0,0,0,4.0,27
JL Pattinson,2020-10-28,Royal Challengers Bangalore,0,0,0,3.0,35
RD Chahar,2020-10-28,Royal Challengers Bangalore,0,0,1,4.0,43
KA Pollard,2020-10-28,Royal Challengers Bangalore,0,0,1,1.0,5
CH Morris,2020-10-28,Mumbai Indians,0,0,1,4.0,36
DW Steyn,2020-10-28,Mumbai Indians,0,0,0,4.0,44
Washington Sundar,2020-10-28,Mumbai Indians,0,0,0,4.0,20
Mohammed Siraj,2020-10-28,Mumbai Indians,0,0,2,3.2,29
YS Chahal,2020-10-28,Mumbai Indians,0,0,2,4.0,37
PP Shaw,2020-10-09,Rajasthan Royals,19,10,0,0,0
S Dhawan,2020-10-09,Rajasthan Royals,5,4,0,0,0
SS Iyer,2020-10-09,Rajasthan Royals,22,18,0,0,0
RR Pant,2020-10-09,Rajasthan Royals,5,9,0,0,0
MP Stoinis,2020-10-09,Rajasthan Royals,39,30,0,0,0
SO Hetmyer,2020-10-09,Rajasthan Royals,45,24,0,0,0
HV Patel,2020-10-09,Rajasthan Royals,16,15,0,0,0
AR Patel,2020-10-09,Rajasthan Royals,17,8,0,0,0
K Rabada,2020-10-09,Rajasthan Royals,2,3,0,0,0
R Ashwin,2020-10-09,Rajasthan Royals,0,1,0,0,0
YBK Jaiswal,2020-10-09,Delhi Capitals,34,36,0,0,0
JC Buttler,2020-10-09,Delhi Capitals,13,8,0,0,0
SPD Smith,2020-10-09,Delhi Capitals,24,17,0,0,0
SV Samson,2020-10-09,Delhi Capitals,5,9,0,0,0
MK Lomror,2020-10-09,Delhi Capitals,1,2,0,0,0
R Tewatia,2020-10-09,Delhi Capitals,38,29,0,0,0
AJ Tye,2020-10-09,Delhi Capitals,6,6,0,0,0
JC Archer,2020-10-09,Delhi Capitals,2,4,0,0,0
S Gopal,2020-10-09,Delhi Capitals,2,3,0,0,0
Kartik Tyagi,2020-10-09,Delhi Capitals,2,3,0,0,0
VR Aaron,2020-10-09,Delhi Capitals,1,2,0,0,0
VR Aaron,2020-10-09,Delhi Capitals,0,0,0,2.0,25
JC Archer,2020-10-09,Delhi Capitals,0,0,3,4.0,24
Kartik Tyagi,2020-10-09,Delhi Capitals,0,0,1,4.0,37
AJ Tye,2020-10-09,Delhi Capitals,0,0,2,4.0,54
S Gopal,2020-10-09,Delhi Capitals,0,0,0,2.0,23
R Tewatia,2020-10-09,Delhi Capitals,0,0,2,4.0,21
K Rabada,2020-10-09,Rajasthan Royals,0,0,3,3.7,36
A Nortje,2020-10-09,Rajasthan Royals,0,0,1,4.0,26
R Ashwin,2020-10-09,Rajasthan Royals,0,0,2,4.0,22
HV Patel,2020-10-09,Rajasthan Royals,0,0,1,4.0,29
AR Patel,2020-10-09,Rajasthan Royals,0,0,1,2.0,8
MP Stoinis,2020-10-09,Rajasthan Royals,0,0,2,2.0,17
RA Tripathi,2020-10-07,Chennai Super Kings,81,51,0,0,0
Shubman Gill,2020-10-07,Chennai Super Kings,11,12,0,0,0
N Rana,2020-10-07,Chennai Super Kings,9,10,0,0,0
SP Narine,2020-10-07,Chennai Super Kings,17,9,0,0,0
EJG Morgan,2020-10-07,Chennai Super Kings,7,10,0,0,0
AD Russell,2020-10-07,Chennai Super Kings,2,4,0,0,0
KD Karthik,2020-10-07,Chennai Super Kings,12,11,0,0,0
PJ Cummins,2020-10-07,Chennai Super Kings,17,9,0,0,0
KL Nagarkoti,2020-10-07,Chennai Super Kings,0,2,0,0,0
Shivam Mavi,2020-10-07,Chennai Super Kings,0,1,0,0,0
CV Varun,2020-10-07,Chennai Super Kings,1,1,0,0,0
SR Watson,2020-10-07,Kolkata Knight Riders,50,40,0,0,0
F du Plessis,2020-10-07,Kolkata Knight Riders,17,10,0,0,0
AT Rayudu,2020-10-07,Kolkata Knight Riders,30,27,0,0,0
MS Dhoni,2020-10-07,Kolkata Knight Riders,11,12,0,0,0
SM Curran,2020-10-07,Kolkata Knight Riders,17,11,0,0,0
KM Jadhav,2020-10-07,Kolkata Knight Riders,7,12,0,0,0
RA Jadeja,2020-10-07,Kolkata Knight Riders,21,8,0,0,0
DL Chahar,2020-10-07,Kolkata Knight Riders,0,0,0,4.0,47
SM Curran,2020-10-07,Kolkata Knight Riders,0,0,2,4.0,27
SN Thakur,2020-10-07,Kolkata Knight Riders,0,0,2,4.0,31
KV Sharma,2020-10-07,Kolkata Knight Riders,0,0,2,4.0,25
DJ Bravo,2020-10-07,Kolkata Knight Riders,0,0,4,4.0,37
PJ Cummins,2020-10-07,Chennai Super Kings,0,0,0,4.0,26
Shivam Mavi,2020-10-07,Chennai Super Kings,0,0,1,3.0,32
CV Varun,2020-10-07,Chennai Super Kings,0,0,1,4.0,28
KL Nagarkoti,2020-10-07,Chennai Super Kings,0,0,1,3.0,21
SP Narine,2020-10-07,Chennai Super Kings,0,0,1,4.0,32
AD Russell,2020-10-07,Chennai Super Kings,0,0,1,2.0,18
JR Philippe,2020-10-31,Sunrisers Hyderabad,32,31,0,0,0
D Padikkal,2020-10-31,Sunrisers Hyderabad,5,8,0,0,0
V Kohli,2020-10-31,Sunrisers Hyderabad,7,7,0,0,0
AB de Villiers,2020-10-31,Sunrisers Hyderabad,24,24,0,0,0
Gurkeerat Singh,2020-10-31,Sunrisers Hyderabad,15,24,0,0,0
Washington Sundar,2020-10-31,Sunrisers Hyderabad,21,18,0,0,0
CH Morris,2020-10-31,Sunrisers Hyderabad,3,4,0,0,0
I Udana,2020-10-31,Sunrisers Hyderabad,0,1,0,0,0
Mohammed Siraj,2020-10-31,Sunrisers Hyderabad,2,3,0,0,0
DA Warner,2020-10-31,Royal Challengers Bangalore,8,5,0,0,0
WP Saha,2020-10-31,Royal Challengers Bangalore,39,32,0,0,0
MK Pandey,2020-10-31,Royal Challengers Bangalore,26,19,0,0,0
KS Williamson,2020-10-31,Royal Challengers Bangalore,8,14,0,0,0
Abhishek Sharma,2020-10-31,Royal Challengers Bangalore,8,5,0,0,0
JO Holder,2020-10-31,Royal Challengers Bangalore,26,10,0,0,0
Sandeep Sharma,2020-10-31,Royal Challengers Bangalore,0,0,2,4.0,20
JO Holder,2020-10-31,Royal Challengers Bangalore,0,0,2,4.0,28
T Natarajan,2020-10-31,Royal Challengers Bangalore,0,0,1,4.0,13
S Nadeem,2020-10-31,Royal Challengers Bangalore,0,0,1,4.0,35
Rashid Khan,2020-10-31,Royal Challengers Bangalore,0,0,1,4.0,24
CH Morris,2020-10-31,Sunrisers Hyderabad,0,0,0,2.0,19
Washington Sundar,2020-10-31,Sunrisers Hyderabad,0,0,1,3.0,21
Navdeep Saini,2020-10-31,Sunrisers Hyderabad,0,0,1,2.0,30
Mohammed Siraj,2020-10-31,Sunrisers Hyderabad,0,0,0,1.0,12
YS Chahal,2020-10-31,Sunrisers Hyderabad,0,0,2,3.2,19
I Udana,2020-10-31,Sunrisers Hyderabad,0,0,1,3.0,20
Q de Kock,2020-10-01,Kings XI Punjab,0,5,0,0,0
SA Yadav,2020-10-01,Kings XI Punjab,10,7,0,0,0
RG Sharma,2020-10-01,Kings XI Punjab,70,45,0,0,0
Ishan Kishan,2020-10-01,Kings XI Punjab,28,32,0,0,0
KA Pollard,2020-10-01,Kings XI Punjab,47,20,0,0,0
HH Pandya,2020-10-01,Kings XI Punjab,30,11,0,0,0
KL Rahul,2020-10-01,Mumbai Indians,17,19,0,0,0
MA Agarwal,2020-10-01,Mumbai Indians,25,18,0,0,0
KK Nair,2020-10-01,Mumbai Indians,0,3,0,0,0
N Pooran,2020-10-01,Mumbai Indians,44,27,0,0,0
GJ Maxwell,2020-10-01,Mumbai Indians,11,18,0,0,0
JDS Neesham,2020-10-01,Mumbai Indians,7,7,0,0,0
SN Khan,2020-10-01,Mumbai Indians,7,8,0,0,0
K Gowtham,2020-10-01,Mumbai Indians,22,13,0,0,0
Ravi Bishnoi,2020-10-01,Mumbai Indians,1,5,0,0,0
Mohammed Shami,2020-10-01,Mumbai Indians,2,2,0,0,0
SS Cottrell,2020-10-01,Mumbai Indians,0,0,1,4.0,20
Mohammed Shami,2020-10-01,Mumbai Indians,0,0,1,4.0,36
Ravi Bishnoi,2020-10-01,Mumbai Indians,0,0,1,4.0,37
K Gowtham,2020-10-01,Mumbai Indians,0,0,1,4.0,45
JDS Neesham,2020-10-01,Mumbai Indians,0,0,0,4.0,53
TA Boult,2020-10-01,Kings XI Punjab,0,0,1,4.0,42
JL Pattinson,2020-10-01,Kings XI Punjab,0,0,2,4.0,28
KH Pandya,2020-10-01,Kings XI Punjab,0,0,1,4.0,27
JJ Bumrah,2020-10-01,Kings XI Punjab,0,0,2,4.0,19
RD Chahar,2020-10-01,Kings XI Punjab,0,0,2,4.0,27
Shubman Gill,2020-09-30,Rajasthan Royals,47,34,0,0,0
SP Narine,2020-09-30,Rajasthan Royals,15,14,0,0,0
N Rana,2020-09-30,Rajasthan Royals,22,17,0,0,0
AD Russell,2020-09-30,Rajasthan Royals,24,14,0,0,0
KD Karthik,2020-09-30,Rajasthan Royals,1,3,0,0,0
EJG Morgan,2020-09-30,Rajasthan Royals,34,23,0,0,0
PJ Cummins,2020-09-30,Rajasthan Royals,12,10,0,0,0
KL Nagarkoti,2020-09-30,Rajasthan Royals,8,5,0,0,0
JC Buttler,2020-09-30,Kolkata Knight Riders,21,16,0,0,0
SPD Smith,2020-09-30,Kolkata Knight Riders,3,7,0,0,0
SV Samson,2020-09-30,Kolkata Knight Riders,8,9,0,0,0
RV Uthappa,2020-09-30,Kolkata Knight Riders,2,7,0,0,0
R Parag,2020-09-30,Kolkata Knight Riders,1,6,0,0,0
R Tewatia,2020-09-30,Kolkata Knight Riders,14,10,0,0,0
TK Curran,2020-09-30,Kolkata Knight Riders,54,36,0,0,0
S Gopal,2020-09-30,Kolkata Knight Riders,5,7,0,0,0
JC Archer,2020-09-30,Kolkata Knight Riders,6,4,0,0,0
JD Unadkat,2020-09-30,Kolkata Knight Riders,9,13,0,0,0
AS Rajpoot,2020-09-30,Kolkata Knight Riders,7,5,0,0,0
JC Archer,2020-09-30,Kolkata Knight Riders,0,0,2,4.0,18
AS Rajpoot,2020-09-30,Kolkata Knight Riders,0,0,1,4.0,41
JD Unadkat,2020-09-30,Kolkata Knight Riders,0,0,1,2.0,15
TK Curran,2020-09-30,Kolkata Knight Riders,0,0,1,4.0,37
S Gopal,2020-09-30,Kolkata Knight Riders,0,0,0,4.0,43
R Parag,2020-09-30,Kolkata Knight Riders,0,0,0,1.0,14
R Tewatia,2020-09-30,Kolkata Knight Riders,0,0,1,1.0,6
SP Narine,2020-09-30,Rajasthan Royals,0,0,1,4.0,42
PJ Cummins,2020-09-30,Rajasthan Royals,0,0,1,3.0,15
Shivam Mavi,2020-09-30,Rajasthan Royals,0,0,2,4.0,21
KL Nagarkoti,2020-09-30,Rajasthan Royals,0,0,2,2.0,13
CV Varun,2020-09-30,Rajasthan Royals,0,0,2,4.0,25
Kuldeep Yadav,2020-09-30,Rajasthan Royals,0,0,1,3.0,21
JR Philippe,2020-11-02,Delhi Capitals,12,17,0,0,0
D Padikkal,2020-11-02,Delhi Capitals,50,41,0,0,0
V Kohli,2020-11-02,Delhi Capitals,29,24,0,0,0
AB de Villiers,2020-11-02,Delhi Capitals,35,21,0,0,0
CH Morris,2020-11-02,Delhi Capitals,0,2,0,0,0
S Dube,2020-11-02,Delhi Capitals,17,11,0,0,0
I Udana,2020-11-02,Delhi Capitals,4,2,0,0,0
Washington Sundar,2020-11-02,Delhi Capitals,0,1,0,0,0
Shahbaz Ahmed,2020-11-02,Delhi Capitals,1,1,0,0,0
PP Shaw,2020-11-02,Royal Challengers Bangalore,9,6,0,0,0
S Dhawan,2020-11-02,Royal Challengers Bangalore,54,41,0,0,0
AM Rahane,2020-11-02,Royal Challengers Bangalore,60,46,0,0,0
SS Iyer,2020-11-02,Royal Challengers Bangalore,7,9,0,0,0
RR Pant,2020-11-02,Royal Challengers Bangalore,8,7,0,0,0
MP Stoinis,2020-11-02,Royal Challengers Bangalore,10,5,0,0,0
DR Sams,2020-11-02,Royal Challengers Bangalore,0,0,0,4.0,40
R Ashwin,2020-11-02,Royal Challengers Bangalore,0,0,1,4.0,18
A Nortje,2020-11-02,Royal Challengers Bangalore,0,0,4,4.0,34
K Rabada,2020-11-02,Royal Challengers Bangalore,0,0,2,4.0,30
AR Patel,2020-11-02,Royal Challengers Bangalore,0,0,0,4.0,30
CH Morris,2020-11-02,Delhi Capitals,0,0,0,2.0,20
Mohammed Siraj,2020-11-02,Delhi Capitals,0,0,1,3.0,30
Washington Sundar,2020-11-02,Delhi Capitals,0,0,1,4.0,24
I Udana,2020-11-02,Delhi Capitals,0,0,0,2.0,24
YS Chahal,2020-11-02,Delhi Capitals,0,0,0,4.0,29
Shahbaz Ahmed,2020-11-02,Delhi Capitals,0,0,2,4.0,27
KL Rahul,2020-11-01,Chennai Super Kings,29,27,0,0,0
MA Agarwal,2020-11-01,Chennai Super Kings,26,15,0,0,0
CH Gayle,2020-11-01,Chennai Super Kings,12,19,0,0,0
N Pooran,2020-11-01,Chennai Super Kings,2,6,0,0,0
Mandeep Singh,2020-11-01,Chennai Super Kings,14,15,0,0,0
DJ Hooda,2020-11-01,Chennai Super Kings,62,30,0,0,0
JDS Neesham,2020-11-01,Chennai Super Kings,2,3,0,0,0
CJ Jordan,2020-11-01,Chennai Super Kings,4,5,0,0,0
RD Gaikwad,2020-11-01,Kings XI Punjab,62,49,0,0,0
F du Plessis,2020-11-01,Kings XI Punjab,48,34,0,0,0
AT Rayudu,2020-11-01,Kings XI Punjab,30,30,0,0,0
DL Chahar,2020-11-01,Kings XI Punjab,0,0,0,3.0,30
SM Curran,2020-11-01,Kings XI Punjab,0,0,0,2.0,15
SN Thakur,2020-11-01,Kings XI Punjab,0,0,1,4.0,27
L Ngidi,2020-11-01,Kings XI Punjab,0,0,3,4.0,40
Imran Tahir,2020-11-01,Kings XI Punjab,0,0,1,4.0,24
RA Jadeja,2020-11-01,Kings XI Punjab,0,0,1,3.0,17
JDS Neesham,2020-11-01,Chennai Super Kings,0,0,0,3.0,26
Mohammed Shami,2020-11-01,Chennai Super Kings,0,0,0,4.0,33
CJ Jordan,2020-11-01,Chennai Super Kings,0,0,1,3.0,31
Ravi Bishnoi,2020-11-01,Chennai Super Kings,0,0,0,4.0,42
M Ashwin,2020-11-01,Chennai Super Kings,0,0,0,4.0,17
CH Gayle,2020-11-01,Chennai Super Kings,0,0,0,0.8,5
DA Warner,2020-10-11,Rajasthan Royals,48,38,0,0,0
JM Bairstow,2020-10-11,Rajasthan Royals,16,19,0,0,0
MK Pandey,2020-10-11,Rajasthan Royals,54,44,0,0,0
KS Williamson,2020-10-11,Rajasthan Royals,22,12,0,0,0
PK Garg,2020-10-11,Rajasthan Royals,15,8,0,0,0
BA Stokes,2020-10-11,Sunrisers Hyderabad,5,6,0,0,0
JC Buttler,2020-10-11,Sunrisers Hyderabad,16,13,0,0,0
SPD Smith,2020-10-11,Sunrisers Hyderabad,5,6,0,0,0
RV Uthappa,2020-10-11,Sunrisers Hyderabad,18,15,0,0,0
SV Samson,2020-10-11,Sunrisers Hyderabad,26,25,0,0,0
R Parag,2020-10-11,Sunrisers Hyderabad,42,26,0,0,0
R Tewatia,2020-10-11,Sunrisers Hyderabad,45,28,0,0,0
JC Archer,2020-10-11,Sunrisers Hyderabad,0,0,1,4.0,25
S Gopal,2020-10-11,Sunrisers Hyderabad,0,0,0,4.0,31
Kartik Tyagi,2020-10-11,Sunrisers Hyderabad,0,0,1,3.0,29
JD Unadkat,2020-10-11,Sunrisers Hyderabad,0,0,2,4.0,31
R Tewatia,2020-10-11,Sunrisers Hyderabad,0,0,0,4.0,35
BA Stokes,2020-10-11,Sunrisers Hyderabad,0,0,0,1.0,7
Sandeep Sharma,2020-10-11,Rajasthan Royals,0,0,0,4.0,32
KK Ahmed,2020-10-11,Rajasthan Royals,0,0,2,3.8,37
T Natarajan,2020-10-11,Rajasthan Royals,0,0,1,4.0,32
Abhishek Sharma,2020-10-11,Rajasthan Royals,0,0,0,1.0,11
Rashid Khan,2020-10-11,Rajasthan Royals,0,0,2,4.0,29
V Shankar,2020-10-11,Rajasthan Royals,0,0,0,3.0,22
Q de Kock,2020-09-23,Kolkata Knight Riders,1,3,0,0,0
RG Sharma,2020-09-23,Kolkata Knight Riders,80,54,0,0,0
SA Yadav,2020-09-23,Kolkata Knight Riders,47,28,0,0,0
SS Tiwary,2020-09-23,Kolkata Knight Riders,21,13,0,0,0
HH Pandya,2020-09-23,Kolkata Knight Riders,18,13,0,0,0
KA Pollard,2020-09-23,Kolkata Knight Riders,13,7,0,0,0
KH Pandya,2020-09-23,Kolkata Knight Riders,1,3,0,0,0
Shubman Gill,2020-09-23,Mumbai Indians,7,11,0,0,0
SP Narine,2020-09-23,Mumbai Indians,9,10,0,0,0
KD Karthik,2020-09-23,Mumbai Indians,30,23,0,0,0
N Rana,2020-09-23,Mumbai Indians,24,18,0,0,0
EJG Morgan,2020-09-23,Mumbai Indians,16,20,0,0,0
AD Russell,2020-09-23,Mumbai Indians,11,11,0,0,0
NS Naik,2020-09-23,Mumbai Indians,1,3,0,0,0
PJ Cummins,2020-09-23,Mumbai Indians,33,12,0,0,0
Shivam Mavi,2020-09-23,Mumbai Indians,9,10,0,0,0
Kuldeep Yadav,2020-09-23,Mumbai Indians,1,2,0,0,0
S Sandeep Warrier,2020-09-23,Mumbai Indians,0,0,0,3.0,34
Shivam Mavi,2020-09-23,Mumbai Indians,0,0,2,4.0,33
PJ Cummins,2020-09-23,Mumbai Indians,0,0,0,3.0,49
SP Narine,2020-09-23,Mumbai Indians,0,0,2,4.0,22
AD Russell,2020-09-23,Mumbai Indians,0,0,1,2.0,17
Kuldeep Yadav,2020-09-23,Mumbai Indians,0,0,0,4.0,40
TA Boult,2020-09-23,Kolkata Knight Riders,0,0,2,4.0,30
JL Pattinson,2020-09-23,Kolkata Knight Riders,0,0,2,4.0,25
JJ Bumrah,2020-09-23,Kolkata Knight Riders,0,0,2,4.0,34
RD Chahar,2020-09-23,Kolkata Knight Riders,0,0,2,4.0,26
KA Pollard,2020-09-23,Kolkata Knight Riders,0,0,1,3.0,21
KH Pandya,2020-09-23,Kolkata Knight Riders,0,0,0,1.0,10
SM Curran,2020-10-17,Delhi Capitals,0,3,0,0,0
F du Plessis,2020-10-17,Delhi Capitals,58,47,0,0,0
SR Watson,2020-10-17,Delhi Capitals,36,28,0,0,0
AT Rayudu,2020-10-17,Delhi Capitals,45,25,0,0,0
MS Dhoni,2020-10-17,Delhi Capitals,3,5,0,0,0
RA Jadeja,2020-10-17,Delhi Capitals,33,13,0,0,0
PP Shaw,2020-10-17,Chennai Super Kings,0,2,0,0,0
AM Rahane,2020-10-17,Chennai Super Kings,8,10,0,0,0
S Dhawan,2020-10-17,Chennai Super Kings,101,58,0,0,0
SS Iyer,2020-10-17,Chennai Super Kings,23,23,0,0,0
MP Stoinis,2020-10-17,Chennai Super Kings,24,14,0,0,0
AT Carey,2020-10-17,Chennai Super Kings,4,7,0,0,0
AR Patel,2020-10-17,Chennai Super Kings,21,5,0,0,0
TU Deshpande,2020-10-17,Chennai Super Kings,0,0,1,4.0,39
K Rabada,2020-10-17,Chennai Super Kings,0,0,1,4.0,33
AR Patel,2020-10-17,Chennai Super Kings,0,0,0,4.0,23
A Nortje,2020-10-17,Chennai Super Kings,0,0,2,4.0,44
R Ashwin,2020-10-17,Chennai Super Kings,0,0,0,3.0,30
MP Stoinis,2020-10-17,Chennai Super Kings,0,0,0,1.0,10
DL Chahar,2020-10-17,Delhi Capitals,0,0,2,4.0,19
SM Curran,2020-10-17,Delhi Capitals,0,0,1,4.0,35
SN Thakur,2020-10-17,Delhi Capitals,0,0,1,4.0,39
RA Jadeja,2020-10-17,Delhi Capitals,0,0,0,1.8,35
KV Sharma,2020-10-17,Delhi Capitals,0,0,0,3.0,34
DJ Bravo,2020-10-17,Delhi Capitals,0,0,1,3.0,23
KL Rahul,2020-09-24,Royal Challengers Bangalore,132,69,0,0,0
MA Agarwal,2020-09-24,Royal Challengers Bangalore,26,20,0,0,0
N Pooran,2020-09-24,Royal Challengers Bangalore,17,18,0,0,0
GJ Maxwell,2020-09-24,Royal Challengers Bangalore,5,6,0,0,0
KK Nair,2020-09-24,Royal Challengers Bangalore,15,8,0,0,0
D Padikkal,2020-09-24,Kings XI Punjab,1,2,0,0,0
AJ Finch,2020-09-24,Kings XI Punjab,20,21,0,0,0
JR Philippe,2020-09-24,Kings XI Punjab,0,3,0,0,0
V Kohli,2020-09-24,Kings XI Punjab,1,5,0,0,0
AB de Villiers,2020-09-24,Kings XI Punjab,28,18,0,0,0
Washington Sundar,2020-09-24,Kings XI Punjab,30,27,0,0,0
S Dube,2020-09-24,Kings XI Punjab,12,12,0,0,0
UT Yadav,2020-09-24,Kings XI Punjab,0,2,0,0,0
Navdeep Saini,2020-09-24,Kings XI Punjab,6,7,0,0,0
DW Steyn,2020-09-24,Kings XI Punjab,1,2,0,0,0
YS Chahal,2020-09-24,Kings XI Punjab,1,3,0,0,0
UT Yadav,2020-09-24,Kings XI Punjab,0,0,0,3.0,37
DW Steyn,2020-09-24,Kings XI Punjab,0,0,0,4.0,57
Navdeep Saini,2020-09-24,Kings XI Punjab,0,0,0,4.0,41
YS Chahal,2020-09-24,Kings XI Punjab,0,0,1,4.0,25
Washington Sundar,2020-09-24,Kings XI Punjab,0,0,0,2.0,13
S Dube,2020-09-24,Kings XI Punjab,0,0,2,3.0,33
SS Cottrell,2020-09-24,Royal Challengers Bangalore,0,0,2,3.0,17
Mohammed Shami,2020-09-24,Royal Challengers Bangalore,0,0,1,3.0,15
Ravi Bishnoi,2020-09-24,Royal Challengers Bangalore,0,0,3,4.0,32
M Ashwin,2020-09-24,Royal Challengers Bangalore,0,0,3,3.0,22
JDS Neesham,2020-09-24,Royal Challengers Bangalore,0,0,0,2.0,13
GJ Maxwell,2020-09-24,Royal Challengers Bangalore,0,0,1,2.0,10
Q de Kock,2020-10-06,Rajasthan Royals,23,15,0,0,0
RG Sharma,2020-10-06,Rajasthan Royals,35,23,0,0,0
SA Yadav,2020-10-06,Rajasthan Royals,79,47,0,0,0
Ishan Kishan,2020-10-06,Rajasthan Royals,0,1,0,0,0
KH Pandya,2020-10-06,Rajasthan Royals,12,17,0,0,0
HH Pandya,2020-10-06,Rajasthan Royals,30,19,0,0,0
YBK Jaiswal,2020-10-06,Mumbai Indians,0,2,0,0,0
SPD Smith,2020-10-06,Mumbai Indians,6,7,0,0,0
JC Buttler,2020-10-06,Mumbai Indians,70,44,0,0,0
SV Samson,2020-10-06,Mumbai Indians,0,3,0,0,0
MK Lomror,2020-10-06,Mumbai Indians,11,13,0,0,0
TK Curran,2020-10-06,Mumbai Indians,15,16,0,0,0
R Tewatia,2020-10-06,Mumbai Indians,5,6,0,0,0
JC Archer,2020-10-06,Mumbai Indians,24,11,0,0,0
S Gopal,2020-10-06,Mumbai Indians,1,2,0,0,0
AS Rajpoot,2020-10-06,Mumbai Indians,2,5,0,0,0
AS Rajpoot,2020-10-06,Mumbai Indians,0,0,0,3.0,42
S Gopal,2020-10-06,Mumbai Indians,0,0,2,4.0,29
JC Archer,2020-10-06,Mumbai Indians,0,0,1,4.0,38
Kartik Tyagi,2020-10-06,Mumbai Indians,0,0,1,4.0,37
TK Curran,2020-10-06,Mumbai Indians,0,0,0,3.0,34
R Tewatia,2020-10-06,Mumbai Indians,0,0,0,2.0,13
TA Boult,2020-10-06,Rajasthan Royals,0,0,2,4.0,26
JJ Bumrah,2020-10-06,Rajasthan Royals,0,0,4,4.0,20
JL Pattinson,2020-10-06,Rajasthan Royals,0,0,2,3.2,20
RD Chahar,2020-10-06,Rajasthan Royals,0,0,1,3.0,24
KH Pandya,2020-10-06,Rajasthan Royals,0,0,0,2.0,22
KA Pollard,2020-10-06,Rajasthan Royals,0,0,1,2.0,24
Shubman Gill,2020-10-18,Sunrisers Hyderabad,36,37,0,0,0
RA Tripathi,2020-10-18,Sunrisers Hyderabad,23,16,0,0,0
N Rana,2020-10-18,Sunrisers Hyderabad,29,20,0,0,0
AD Russell,2020-10-18,Sunrisers Hyderabad,9,11,0,0,0
EJG Morgan,2020-10-18,Sunrisers Hyderabad,35,25,0,0,0
KD Karthik,2020-10-18,Sunrisers Hyderabad,29,16,0,0,0
JM Bairstow,2020-10-18,Kolkata Knight Riders,36,28,0,0,0
KS Williamson,2020-10-18,Kolkata Knight Riders,29,19,0,0,0
PK Garg,2020-10-18,Kolkata Knight Riders,4,7,0,0,0
DA Warner,2020-10-18,Kolkata Knight Riders,47,34,0,0,0
MK Pandey,2020-10-18,Kolkata Knight Riders,6,7,0,0,0
V Shankar,2020-10-18,Kolkata Knight Riders,7,10,0,0,0
Abdul Samad,2020-10-18,Kolkata Knight Riders,25,17,0,0,0
Rashid Khan,2020-10-18,Kolkata Knight Riders,1,2,0,0,0
Sandeep Sharma,2020-10-18,Kolkata Knight Riders,0,0,0,4.0,27
Basil Thampi,2020-10-18,Kolkata Knight Riders,0,0,1,4.0,46
T Natarajan,2020-10-18,Kolkata Knight Riders,0,0,2,4.0,42
V Shankar,2020-10-18,Kolkata Knight Riders,0,0,1,4.0,20
Rashid Khan,2020-10-18,Kolkata Knight Riders,0,0,1,4.7,31
PJ Cummins,2020-10-18,Sunrisers Hyderabad,0,0,1,4.0,32
Shivam Mavi,2020-10-18,Sunrisers Hyderabad,0,0,1,3.0,34
CV Varun,2020-10-18,Sunrisers Hyderabad,0,0,1,4.0,32
AD Russell,2020-10-18,Sunrisers Hyderabad,0,0,0,2.0,30
LH Ferguson,2020-10-18,Sunrisers Hyderabad,0,0,5,4.5,18
Kuldeep Yadav,2020-10-18,Sunrisers Hyderabad,0,0,0,3.0,19
KL Rahul,2020-10-04,Chennai Super Kings,63,52,0,0,0
MA Agarwal,2020-10-04,Chennai Super Kings,26,19,0,0,0
Mandeep Singh,2020-10-04,Chennai Super Kings,27,16,0,0,0
N Pooran,2020-10-04,Chennai Super Kings,33,17,0,0,0
SN Khan,2020-10-04,Chennai Super Kings,14,9,0,0,0
GJ Maxwell,2020-10-04,Chennai Super Kings,11,7,0,0,0
SR Watson,2020-10-04,Kings XI Punjab,83,53,0,0,0
F du Plessis,2020-10-04,Kings XI Punjab,87,53,0,0,0
DL Chahar,2020-10-04,Kings XI Punjab,0,0,0,3.0,18
SM Curran,2020-10-04,Kings XI Punjab,0,0,0,3.0,31
SN Thakur,2020-10-04,Kings XI Punjab,0,0,2,4.0,39
DJ Bravo,2020-10-04,Kings XI Punjab,0,0,0,4.0,38
RA Jadeja,2020-10-04,Kings XI Punjab,0,0,1,4.0,30
PP Chawla,2020-10-04,Kings XI Punjab,0,0,1,2.0,22
SS Cottrell,2020-10-04,Chennai Super Kings,0,0,0,3.0,30
Mohammed Shami,2020-10-04,Chennai Super Kings,0,0,0,3.7,35
Harpreet Brar,2020-10-04,Chennai Super Kings,0,0,0,4.0,41
CJ Jordan,2020-10-04,Chennai Super Kings,0,0,0,3.0,42
Ravi Bishnoi,2020-10-04,Chennai Super Kings,0,0,0,4.0,33
JC Buttler,2020-10-03,Royal Challengers Bangalore,22,12,0,0,0
SPD Smith,2020-10-03,Royal Challengers Bangalore,5,5,0,0,0
SV Samson,2020-10-03,Royal Challengers Bangalore,4,3,0,0,0
